Date & Time,use [kW],gen [kW],FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW],MasterLights [kW],DuctHeaterHRV [kW]
2014-01-02 19:30:00,0.0,0.0,0.242777222,0.032585,0.005740556,0.019713333,0.005193333,0.038683333,0.030993333,0.048809444,0.04862,0.036448333,0.177765
2014-01-02 20:00:00,0.0,0.0,0.097100556,0.117576111,0.005548889,0.090379444,0.005171111,0.252522222,0.025703333,0.004818333,0.05021,0.01045,0.434132778
2014-01-02 20:30:00,0.0,0.0,0.119180556,0.102102222,0.005602778,0.028978333,0.0049,0.254947778,0.023533889,0.005367222,0.049447778,0.009603333,0.212597778
2014-01-02 21:00:00,0.0,0.0,0.126884444,0.081096111,0.005615,0.048448333,0.005167778,0.255851111,0.023635,0.004827222,0.049451667,0.010402222,0.396127222
2014-01-02 21:30:00,0.0,0.0,0.103591111,0.045039444,0.005626111,0.091793333,0.005156111,0.170381667,0.023893333,0.004852222,0.054031667,0.00981,0.244234444
2014-01-02 22:00:00,0.0,0.0,0.194452222,0.041066111,0.0057,0.006052778,0.005728889,0.003079444,0.023511111,0.010654444,0.055778889,0.010617222,0.444341111
2014-01-02 22:30:00,0.0,0.0,0.123753333,0.081006667,0.005622778,0.109239444,0.005574444,0.003533889,0.023439444,0.004873333,0.051159444,0.010314444,0.391682222
2014-01-02 23:00:00,0.0,0.0,0.189474444,0.009726111,0.005682222,0.022609444,0.005525556,0.004257778,0.022012778,0.004885556,0.045933889,0.010182778,0.346588333
2014-01-02 23:30:00,0.0,0.0,0.194477778,0.078966111,0.005679444,0.050757222,0.005632222,0.021351111,0.02055,0.004887778,0.043703889,0.010574444,0.425756111
2014-01-03 00:00:00,0.0,0.0,0.161154444,0.040717778,0.005649444,0.070058889,0.005501111,0.00364,0.020591111,0.007516111,0.045432222,0.010125556,0.327310556
2014-01-03 00:30:00,0.0,0.0,0.209133889,0.043974444,0.005683333,0.00597,0.005696667,0.003088889,0.020442778,0.00729,0.051902222,0.010625556,0.457481667
2014-01-03 01:00:00,0.0,0.0,0.146181111,0.070135556,0.005633333,0.086741667,0.005570556,0.003029444,0.020613333,0.00729,0.05141,0.010311667,0.379761111
2014-01-03 01:30:00,0.0,0.0,0.153612222,0.005086111,0.005645556,0.033822222,0.005741667,0.003005,0.020453889,0.004929444,0.046815556,0.010795556,0.492527222
2014-01-03 02:00:00,0.0,0.0,0.186855,0.078459444,0.005666667,0.005534444,0.005507222,0.003205556,0.020436111,0.004869444,0.045794444,0.010130556,0.345842222
2014-01-03 02:30:00,0.0,0.0,0.054571111,0.033599444,0.005539444,0.093098333,0.005776111,0.002865,0.020625556,0.004914444,0.045945,0.010948889,0.537988333
2014-01-03 03:00:00,0.0,0.0,0.149572222,0.035663889,0.00564,0.025181667,0.005490556,0.003225,0.020611667,0.00487,0.045331111,0.01003,0.313679444
2014-01-03 03:30:00,0.0,0.0,0.117753889,0.068561667,0.005598333,0.005808889,0.005710556,0.003091667,0.020559444,0.004920556,0.045529444,0.010719444,0.477743889
2014-01-03 04:00:00,0.0,0.0,0.055318333,0.014043333,0.005582222,0.105781111,0.005493889,0.003137778,0.020921667,0.004895556,0.046557222,0.010016667,0.287815
2014-01-03 04:30:00,0.0,0.0,0.165185556,0.05755,0.005662222,0.005903333,0.005845556,0.003088889,0.020708333,0.004978889,0.045643333,0.010997222,0.515539444
2014-01-03 05:00:00,0.0,0.0,0.083866111,0.058725556,0.005614444,0.034871111,0.005406111,0.003317778,0.020923333,0.004906667,0.045848889,0.009847778,0.248242222
2014-01-03 05:30:00,0.0,0.0,0.113510556,0.011602222,0.005608889,0.070537222,0.005813889,0.002885,0.020667222,0.004942778,0.045270556,0.011042222,0.543204444
2014-01-03 06:00:00,0.0,0.0,0.263372222,0.065177222,0.005769444,0.005470556,0.005416111,0.003371667,0.020768889,0.00488,0.045652222,0.009717778,0.216535556
2014-01-03 06:30:00,0.0,0.0,0.33163,0.043912222,0.00581,0.073347222,0.006049444,0.002594444,0.020687222,0.004939444,0.045669444,0.01146,0.639581111
2014-01-03 07:00:00,0.0,0.0,0.278878889,0.027919444,0.005788333,0.036587222,0.005277778,0.003305,0.020351667,0.018633333,0.051315556,0.080530556,0.185998333
2014-01-03 07:30:00,0.0,0.0,0.308842778,0.069388333,0.005777778,0.264799444,0.005540556,0.223008333,0.013807222,0.005728333,0.038053333,0.027565556,0.639155556
2014-01-03 08:00:00,0.0,0.0,0.155671111,0.023727222,0.005656111,0.185658889,0.004837778,0.255648333,0.013920556,0.004705556,0.040704444,0.009486667,0.177270556
2014-01-03 08:30:00,0.0,0.0,0.182423333,0.048156111,0.005657222,0.084458889,0.005548333,0.254641111,0.013625556,0.004849444,0.043360556,0.011608889,0.690313889
2014-01-03 09:00:00,0.0,0.0,0.256471667,0.068725,0.005772222,0.048611111,0.004922222,0.163071667,0.013802778,0.035672222,0.037112778,0.033165,0.133803333
2014-01-03 09:30:00,0.0,0.0,0.125891667,0.008460556,0.005614444,0.085865,0.006106667,0.002565,0.013402222,0.004925,0.03635,0.011836111,0.750985
2014-01-03 10:00:00,0.0,0.0,0.151412778,0.064181667,0.005646667,0.0114,0.0052,0.003379444,0.013700556,0.007235556,0.036417778,0.031387222,0.133598889
2014-01-03 10:30:00,0.0,0.0,0.20506,0.052753333,0.00568,0.075095556,0.005967222,0.002697222,0.013292222,0.004898889,0.035947222,0.01143,0.654855556
2014-01-03 11:00:00,0.0,0.0,0.086416111,0.023341111,0.005601111,0.035584444,0.005037222,0.003341111,0.01233,0.004667222,0.036561111,0.127866111,0.125056667
2014-01-03 11:30:00,0.0,0.0,0.140443889,0.068505556,0.005586111,0.066797222,0.00621,0.002851667,0.021512222,0.004958333,0.036022778,0.028623889,0.649181667
2014-01-03 12:00:00,0.0,0.0,0.041949444,0.024987222,0.005519444,0.117561111,0.005258889,0.003415,0.017382778,0.004801111,0.036409444,0.009147778,0.122403889
2014-01-03 12:30:00,0.0,0.0,0.242922222,0.045156667,0.005687222,0.109672222,0.005956667,0.002616111,0.013628889,0.004893333,0.036053333,0.011421667,0.651258889
2014-01-03 13:00:00,0.0,0.0,0.189131111,0.067377222,0.005671667,0.103580556,0.005110556,0.003171667,0.014898889,0.077806667,0.036562778,0.009202222,0.120112222
2014-01-03 13:30:00,0.0,0.0,0.284872778,0.003198889,0.005750556,0.264411111,0.006000556,0.002305556,0.013693333,0.013936667,0.042506111,0.011441667,0.639504444
2014-01-03 14:00:00,0.0,0.0,0.097248889,0.068403889,0.005596667,0.091858889,0.005215,0.003277778,0.022876667,0.004827222,0.043344444,0.009227778,0.111071667
2014-01-03 14:30:00,0.0,0.0,0.682927778,0.048611111,0.006112778,0.121162222,0.006163889,0.002595556,0.020851111,0.004970556,0.040684444,0.011605,0.645278889
2014-01-03 15:00:00,0.0,0.0,0.644753333,0.024931111,0.006105,0.007732222,0.005411111,0.003393333,0.020876667,0.004856111,0.036487778,0.009393889,0.116356111
2014-01-03 15:30:00,0.0,0.0,0.689097778,0.069972222,0.00612,0.102621667,0.006038889,0.002651111,0.020697222,0.004865556,0.03615,0.094948889,0.635542222
2014-01-03 16:00:00,0.0,0.0,0.607339444,0.031218333,0.00608,0.028500556,0.005091111,0.159577222,0.02336,0.004796667,0.039217778,0.009309444,0.105877778
2014-01-03 16:30:00,0.0,0.0,0.599530556,0.053375,0.006028333,0.06976,0.005899444,0.080068889,0.023164444,0.007260556,0.041518333,0.011347778,0.624600556
2014-01-03 17:00:00,0.0,0.0,0.600274444,0.060271111,0.006051111,0.058454444,0.005299444,0.252856111,0.022886111,0.004821667,0.045272778,0.009193333,0.120536667
2014-01-03 17:30:00,0.0,0.0,0.589437222,0.014511111,0.006031111,0.117073889,0.005642778,0.253233889,0.023272778,0.004856111,0.045733889,0.011533889,0.663222222
2014-01-03 18:00:00,0.0,0.0,0.537088333,0.071178889,0.005998889,0.041307222,0.005995556,0.254041111,0.023615556,0.004740556,0.046342222,0.00925,0.112261111
2014-01-03 18:30:00,0.0,0.0,0.162009444,0.036695,0.005626111,0.103946111,0.005314444,0.408495556,0.027928333,0.005428889,0.049696667,0.011615,0.694135
2014-01-03 19:00:00,0.0,0.0,0.15521,0.038451111,0.005637222,0.06148,0.004526667,0.297596111,0.030948333,0.054459444,0.051823889,0.088758889,0.124325
2014-01-03 19:30:00,0.0,0.0,0.175866111,0.070425556,0.005632778,0.016295556,0.005266111,0.250893333,0.034328333,0.086219444,0.050631111,0.131179444,0.669575
2014-01-03 20:00:00,0.0,0.0,0.142312222,0.003853333,0.005635,0.114651667,0.004719444,0.283646667,0.023655556,0.027994444,0.046861667,0.00936,0.172448333
2014-01-03 20:30:00,0.0,0.0,0.104786667,0.069586111,0.00557,0.014336667,0.005531667,0.249503889,0.023493889,0.004877222,0.045994444,0.011488333,0.66734
2014-01-03 21:00:00,0.0,0.0,0.145016667,0.044658889,0.00565,0.061682778,0.005414444,0.003242778,0.023804444,0.004861667,0.046468333,0.009629444,0.210948333
2014-01-03 21:30:00,0.0,0.0,0.148104444,0.026983333,0.005651111,0.065528333,0.005847222,0.041143889,0.023758889,0.009280556,0.048515556,0.011167222,0.562353889
2014-01-03 22:00:00,0.0,0.0,0.250235,0.067403333,0.005737778,0.005691667,0.005455,0.003580556,0.023574444,0.005983333,0.054657222,0.009727778,0.223983333
2014-01-03 22:30:00,0.0,0.0,0.658052778,0.026781111,0.006111111,0.095268889,0.005981667,0.00303,0.023322222,0.004977222,0.055491667,0.011067778,0.527286111
2014-01-03 23:00:00,0.0,0.0,0.520608333,0.046481667,0.005992778,0.040756667,0.005539444,0.00344,0.022326111,0.004886667,0.051167222,0.009911111,0.260294444
2014-01-03 23:30:00,0.0,0.0,0.549726111,0.058506667,0.005571111,0.056172778,0.005654444,0.002770556,0.019096667,0.004651667,0.046192778,0.010781111,0.596943333
2014-01-04 00:00:00,0.0,0.0,0.577826667,0.031979444,0.005965,0.079927778,0.005387222,0.0035,0.020766111,0.004841667,0.048653333,0.009485556,0.129087222
2014-01-04 00:30:00,0.0,0.0,0.586648333,0.034463889,0.005943889,0.006633889,0.006255,0.002981667,0.020594444,0.005027222,0.04774,0.012083889,0.737789444
2014-01-04 01:00:00,0.0,0.0,0.584034444,0.07123,0.005963333,0.066502222,0.005417778,0.003528333,0.020847222,0.004846111,0.047991667,0.009575,0.143126111
2014-01-04 01:30:00,0.0,0.0,0.634063889,0.03533,0.005973889,0.051036111,0.006261667,0.002884444,0.020567222,0.005022778,0.047482222,0.012081111,0.737791667
2014-01-04 02:00:00,0.0,0.0,0.304225,0.032666667,0.005731667,0.005533889,0.005367778,0.003655556,0.020833333,0.004877222,0.048555,0.009638889,0.172136667
2014-01-04 02:30:00,0.0,0.0,0.161229444,0.062645,0.005569444,0.070841111,0.006069444,0.00292,0.020673333,0.005005,0.049208889,0.011845,0.714167778
2014-01-04 03:00:00,0.0,0.0,0.124433333,0.040986667,0.005569444,0.03942,0.005333333,0.003567778,0.020936667,0.004862222,0.048611667,0.009691111,0.198221667
2014-01-04 03:30:00,0.0,0.0,0.071217778,0.020486667,0.001873333,0.001793889,0.001689444,0.001261667,0.006883333,0.001585,0.015923889,0.002966111,0.011482778
2014-01-04 04:00:00,0.0,0.0,0.030034444,0.009313333,0.000431111,0.009540556,0.00046,0.000196111,0.001581111,0.000387778,0.003576667,0.000946667,0.072465556
2014-01-04 04:30:00,0.0,0.0,0.267787778,0.074051111,0.005682222,0.113126111,0.005978889,0.00298,0.020629444,0.007176667,0.047071667,0.011432222,0.617290556
2014-01-04 05:00:00,0.0,0.0,0.103428889,0.043626667,0.005556667,0.01453,0.005397222,0.003613333,0.020615,0.004895556,0.047178889,0.009758889,0.219258333
2014-01-04 05:30:00,0.0,0.0,0.214781667,0.026809444,0.005647778,0.006111111,0.005787222,0.112015,0.02043,0.00496,0.046806111,0.011464444,0.619135
2014-01-04 06:00:00,0.0,0.0,0.244363889,0.065651667,0.00567,0.076625,0.005180556,0.128727222,0.020502778,0.004807778,0.046776111,0.009662778,0.208272222
2014-01-04 06:30:00,0.0,0.0,0.239550556,0.029088889,0.005643889,0.059542222,0.005735556,0.127858889,0.020150556,0.004901667,0.046525556,0.011411111,0.635720556
2014-01-04 07:00:00,0.0,0.0,0.184321111,0.042481667,0.005624444,0.005362778,0.005122778,0.129153333,0.020757222,0.014233889,0.055824444,0.009527778,0.178348333
